"filename","year","day","hour","Mean R"
"2011_248_12.jpg","2011","248","12","108.72813"
"2011_249_12.jpg","2011","249","12","119.669586"
"2011_250_12.jpg","2011","250","12","128.10902"
"2011_278_12.jpg","2011","278","12","83.855316"
